00:00||477159500||359336||0.00075241
00:01||477182000||359422||0.00075241
00:02||477182000||359422||0.00075241
00:03||477182000||359422||0.00075241
00:04||477182000||359422||0.00075241
00:05||477182000||359422||0.00075241
00:06||477182000||359422||0.00075241
00:07||477182000||359422||0.00075241
00:08||477182000||359422||0.00075241
00:09||477182000||359422||0.00075241
00:10||477182000||359422||0.00075241
00:11||477182000||359422||0.00075241
00:12||477182000||358650||0.00075241
00:13||477182000||359422||0.00075241
00:14||477182000||359422||0.00075241
00:15||477182000||359422||0.00075241
00:16||477182000||358650||0.00075241
00:17||477207500||358650||0.00075241
00:18||477207500||358650||0.00075241
00:19||477207500||358650||0.00075241
00:20||477207500||358650||0.00075241
00:21||477207500||358650||0.00075241
00:22||477207500||359422||0.00075241
00:23||477207500||359422||0.00075241
00:24||477207500||359422||0.00075241
00:25||477207500||359422||0.00075241
00:26||477207500||359422||0.00075241
00:27||477207500||359422||0.00075241
00:28||477170000||359422||0.00075241
00:29||477170000||359422||0.00075241
00:30||477170000||359422||0.00075241
00:31||477170000||358636||0.00075241
00:32||477172500||359418||0.00075241
00:33||477173000||359418||0.00075241
00:34||477173000||359418||0.00075241
00:35||477173000||359418||0.00075241
00:36||477172500||359418||0.00075241
00:37||477174500||359421||0.00075241
00:38||477174500||359421||0.00075241
00:39||477172500||359421||0.00075241
00:40||477172500||359421||0.00075241
00:41||477183000||358655||0.00075241
00:42||477183000||358655||0.00075241
00:43||477172500||359418||0.00075241
00:44||477162000||359418||0.00075241
00:45||477162000||359418||0.00075241
00:46||477162500||359418||0.00075241
00:47||477162500||359418||0.00075241
00:48||477172500||359402||0.00075241
00:49||477172500||359402||0.00075241
00:50||477194000||359402||0.00075241
00:51||477194000||359402||0.00075241
00:52||477194000||359402||0.00075241
00:53||477194000||359402||0.00075241
00:54||477208500||359402||0.00075241
00:55||477208500||359402||0.00075241
00:56||477436500||359402||0.00075241
00:57||477436500||359402||0.00075241
00:58||477436500||359402||0.00075241
00:59||477436500||359421||0.00075241
01:00||477172000||359421||0.00075241
01:01||477182500||359421||0.00075241
01:02||477182500||359421||0.00075241
01:03||477182500||359421||0.00075241
01:04||477182500||359421||0.00075241
01:05||477182500||359421||0.00075241
01:06||477182500||359421||0.00075241
01:07||477182500||359421||0.00075241
01:08||477182000||359421||0.00075241
01:09||477182000||359421||0.00075241
01:10||477182000||359421||0.00075241
01:11||477182000||359420||0.00075241
01:12||477182000||359420||0.00075241
01:13||477182000||359420||0.00075241
01:14||477192500||358652||0.00075241
01:15||477192500||358652||0.00075241
01:16||477193000||358652||0.00075241
01:17||477193000||358652||0.00075241
01:18||477193000||358652||0.00075241
01:19||477193000||358652||0.00075241
01:20||477193000||358652||0.00075241
01:21||477193000||358652||0.00075241
01:22||477193000||359421||0.00075241
01:23||477193000||359421||0.00075241
01:24||477193000||359421||0.00075241
01:25||477207000||359421||0.00075241
01:26||477207000||359421||0.00075241
01:27||477207000||359421||0.00075241
01:28||477207000||359421||0.00075241
01:29||477207000||359421||0.00075241
01:30||477207000||359421||0.00075241
01:31||477207000||358688||0.00075241
01:32||477207000||358688||0.00075241
01:33||477217000||358688||0.00075241
01:34||477217000||358688||0.00075241
01:35||477217000||358688||0.00075241
01:36||477217000||358688||0.00075241
01:37||477217000||358688||0.00075241
01:38||477217000||358688||0.00075241
01:39||477208000||359422||0.00075241
01:40||477208000||359422||0.00075241
01:41||477208000||359422||0.00075241
01:42||477208000||359422||0.00075241
01:43||477208000||359422||0.00075241
01:44||477208000||359422||0.00075241
01:45||477236000||359422||0.00075241
01:46||477236000||359422||0.00075241
01:47||477236000||359422||0.00075241
01:48||477236000||359422||0.00075241
01:49||476658500||358673||0.00075241
01:50||476372500||358147||0.00075241
01:51||476372500||358147||0.00075241
01:52||476372500||358147||0.00075241
01:53||476372500||358147||0.00075241
01:54||476372500||358147||0.00075241
01:55||476372500||358147||0.00075241
01:56||476372500||358147||0.00075241
01:57||476372500||359383||0.00075241
01:58||476372500||359383||0.00075241
01:59||476372500||359383||0.00075241
02:00||476372500||359383||0.00075241
02:01||476277000||359383||0.00075241
02:02||475725000||357394||0.00075241
02:03||475725000||357394||0.00075241
02:04||475725000||357394||0.00075241
02:05||475725000||357394||0.00075241
02:06||475725000||357394||0.00075241
02:07||475725000||357394||0.00075241
02:08||475725000||357394||0.00075241
02:09||475725000||357018||0.00075241
02:10||474253000||357018||0.00075241
02:11||473559500||356643||0.00075241
02:12||473559500||356643||0.00075241
02:13||475086500||356643||0.00075241
02:14||475087000||356077||0.00075241
02:15||475087000||358843||0.00075241
02:16||475087000||358843||0.00075241
02:17||475087000||358843||0.00075241
02:18||475087000||358843||0.00075241
02:19||475087000||358843||0.00075241
02:20||475087000||358843||0.00075241
02:21||475087000||358843||0.00075241
02:22||475087000||358843||0.00075241
02:23||475087000||358843||0.00075241
02:24||475087000||358843||0.00075241
02:25||475087000||358843||0.00075241
02:26||475087000||358843||0.00075241
02:27||475087000||358843||0.00075241
02:28||475087000||358843||0.00075241
02:29||475087000||358843||0.00075241
02:30||475087000||358843||0.00075241
02:31||475087000||358843||0.00075241
02:32||475087000||358843||0.00075241
02:33||475087000||358843||0.00075241
02:34||475087000||358843||0.00075241
02:35||475087000||358843||0.00075241
02:36||475087000||358843||0.00075241
02:37||475087000||358843||0.00075241
02:38||475087000||358843||0.00075241
02:39||475087000||358843||0.00075241
02:40||475087000||358843||0.00075241
02:41||475087000||358843||0.00075241
02:42||475087000||358843||0.00075241
02:43||475087000||358843||0.00075241
02:44||475262500||358843||0.00075241
02:45||475262500||358843||0.00075241
02:46||475262500||358843||0.00075241
02:47||475087000||356077||0.00075241
02:48||475087000||356077||0.00075241
02:49||475087000||356077||0.00075241
02:50||475087000||356077||0.00075241
02:51||475087000||356077||0.00075241
02:52||475087000||356077||0.00075241
02:53||475087000||356077||0.00075241
02:54||475087000||356077||0.00075241
02:55||475087000||356077||0.00075241
02:56||475087000||356077||0.00075241
02:57||475087000||356077||0.00075241
02:58||475087000||358843||0.00075241
02:59||475087000||358843||0.00075241
03:00||475087000||358843||0.00075241
03:01||475087000||358843||0.00075241
03:02||475087000||358843||0.00075241
03:03||473248500||356077||0.00075241
03:04||475049500||356076||0.00075241
03:05||475049500||356076||0.00075241
03:06||474718000||356076||0.00075241
03:07||475086500||356076||0.00075241
03:08||475049500||356076||0.00075241
03:09||475049500||356076||0.00075241
03:10||475049500||356076||0.00075241
03:11||475049500||356076||0.00075241
03:12||475049500||356076||0.00075241
03:13||475049500||356076||0.00075241
03:14||475049500||356076||0.00075241
03:15||475049500||356076||0.00075241
03:16||475049500||358787||0.00075241
03:17||475049500||358787||0.00075241
03:18||475049500||358787||0.00075241
03:19||475049500||358787||0.00075241
03:20||475049500||358787||0.00075241
03:21||475049500||358787||0.00075241
03:22||475049500||358787||0.00075241
03:23||475049500||358787||0.00075241
03:24||475049500||358787||0.00075241
03:25||475049500||358787||0.00075241
03:26||475049500||358787||0.00075241
03:27||475049500||358787||0.00075241
03:28||475049500||358787||0.00075241
